pmid,title,authors,journal,year,doi,cited_by_count,abstract
34748482,Privacy Preserving Defense For Black Box Classifiers Against On-Line Adversarial Attacks,"Theagarajan R, Bhanu B.",IEEE Trans Pattern Anal Mach Intell,2022,10.1109/tpami.2021.3125931,0,
17354816,Registration of microscopic iris image sequences using probabilistic mesh,"Song XB, Myronenko A, Plank SR, Rosenbaum JT.",Med Image Comput Comput Assist Interv,2006,10.1007/11866763_68,0,
37317975,Artificial intelligence for automatic detection of basal cell carcinoma from frozen tissue tangential biopsies,"Murphree DH, Kim YH, Sidey KA, Comfere NI, Vidal NY.",Clin Exp Dermatol,2024,10.1093/ced/llad209,0,
21537850,SeDeLo: using semantics and description logics to support aided clinical diagnosis,"Rodríguez-González A, Labra-Gayo JE, Colomo-Palacios R, Mayer MA, Gómez-Berbís JM, García-Crespo A.",J Med Syst,2012,10.1007/s10916-011-9714-1,0,
14684264,WeAidU-a decision support system for myocardial perfusion images using artificial neural networks,Ohlsson M.,Artif Intell Med,2004,10.1016/s0933-3657(03)00050-2,0,
23300667,A multilevel probabilistic beam search algorithm for the shortest common supersequence problem,Gallardo JE.,PLoS One,2012,10.1371/journal.pone.0052427,0,
17354970,Spline-based probabilistic model for anatomical landmark detection,"Izard C, Jedynak B, Stark CE.",Med Image Comput Comput Assist Interv,2006,10.1007/11866565_104,0,
1773610,Object-oriented design and programming in medical decision support,"Heathfield H, Armstrong J, Kirkham N.",Comput Methods Programs Biomed,1991,10.1016/0169-2607(91)90093-9,0,
24649809,Computer-aided diagnosis expert system for cerebrovascular diseases,"Chen X, Wang Z, Sy C, Liu X, Qian J, Zheng J, Dong Z, Cao L, Geng X, Xu S, Liu X.",Neurol Res,2014,10.1179/1743132814y.0000000347,0,
41450059,Emerging Perioperative Uses of Artificial Intelligence to Aid in Performing Clinical Work,"Zuhn H, Mroch J.",AORN J,2026,10.1002/aorn.70003,0,
34370058,To Scan or Not to Scan: Development of a Clinical Decision Support Tool to Determine if Imaging Would Aid in the Diagnosis of Appendicitis,"Gunasingha RMKD, Grey SF, Munoz B, Schobel S, Lee J, Erwin C, Irons T, McMillan E, Unselt D, Elster E, Bradley M.",World J Surg,2021,10.1007/s00268-021-06246-6,0,
32818873,Synthesis of recurrent neural dynamics for monotone inclusion with application to Bayesian inference,"Yi P, Ching S.",Neural Netw,2020,10.1016/j.neunet.2020.07.037,0,
18390356,Wavelet-based Bayesian image estimation: from marginal and bivariate prior models to multivariate prior models,"Tan S, Jiao L, Kakadiaris IA.",IEEE Trans Image Process,2008,10.1109/tip.2008.918018,0,
17946029,A non-parametric Bayesian approach to spike sorting,"Wood F, Goldwater S, Black MJ.",Conf Proc IEEE Eng Med Biol Soc,2006,10.1109/iembs.2006.260700,0,
22256012,Development of a Bayesian recursive algorithm to find free-spaces for an intelligent wheelchair,"Nguyen AV, Su S, Nguyen HT.",Annu Int Conf IEEE Eng Med Biol Soc,2011,10.1109/iembs.2011.6091832,0,
22509971,Bayesian community detection,"Mørup M, Schmidt MN.",Neural Comput,2012,10.1162/neco_a_00314,0,
11411630,Comparing Bayesian neural network algorithms for classifying segmented outdoor images,"Vivarelli F, Williams CK.",Neural Netw,2001,10.1016/s0893-6080(01)00024-7,0,
25413600,Bayesian neural networks for detecting epistasis in genetic association studies,"Beam AL, Motsinger-Reif A, Doyle J.",BMC Bioinformatics,2014,10.1186/s12859-014-0368-0,0,
17889617,A hybrid Bayesian network learning method for constructing gene networks,"Wang M, Chen Z, Cloutier S.",Comput Biol Chem,2007,10.1016/j.compbiolchem.2007.08.005,0,
20215080,Sparse bayesian learning of filters for efficient image expansion,"Kanemura A, Maeda S, Ishii S.",IEEE Trans Image Process,2010,10.1109/tip.2010.2043010,0,
29997393,Phrank measures phenotype sets similarity to greatly improve Mendelian diagnostic disease prioritization,"Jagadeesh KA, Birgmeier J, Guturu H, Deisseroth CA, Wenger AM, Bernstein JA, Bejerano G.",Genet Med,2019,10.1038/s41436-018-0072-y,0,
22020682,Vehicle detection in aerial surveillance using dynamic Bayesian networks,"Cheng HY, Weng CC, Chen YY.",IEEE Trans Image Process,2012,10.1109/tip.2011.2172798,0,
19852619,On the use of dynamic Bayesian networks in reconstructing functional neuronal networks from spike train ensembles,"Eldawlatly S, Zhou Y, Jin R, Oweiss KG.",Neural Comput,2010,10.1162/neco.2009.11-08-900,0,
39293530,"AI-driven innovations in Alzheimer's disease: Integrating early diagnosis, personalized treatment, and prognostic modelling","Kale M, Wankhede N, Pawar R, Ballal S, Kumawat R, Goswami M, Khalid M, Taksande B, Upaganlawar A, Umekar M, Kopalli SR, Koppula S.",Ageing Res Rev,2024,10.1016/j.arr.2024.102497,0,
35244859,Recurrent neural network to predict hyperelastic constitutive behaviors of the skeletal muscle,"Ballit A, Dao TT.",Med Biol Eng Comput,2022,10.1007/s11517-022-02541-z,0,
37386983,Microbiological and Virological Knowledge-Based Alert Service,"Kainz J, Gawrylkowicz J, Strassl R, Willinger B, Thalhammer F, Rappelsberger A, Adlassnig KP.",Stud Health Technol Inform,2023,10.3233/shti230449,0,
35613162,Validation of an Artificial Intelligence Algorithm for Diagnostic Prediction of Coronary Disease: Comparison with a Traditional Statistical Model,"Correia L, Lopes D, Porto JV, Lacerda YF, Correia VCA, Bagano GO, Pontes BSB, Melo MHV, Silva TEA, Meireles AC.",Arq Bras Cardiol,2021,10.36660/abc.20200302,0,
11972910,"Bayesian framework for least-squares support vector machine classifiers, gaussian processes, and kernel Fisher discriminant analysis","Van Gestel T, Suykens JA, Lanckriet G, Lambrechts A, De Moor B, Vandewalle J.",Neural Comput,2002,10.1162/089976602753633411,0,
35089867,Multisample Online Learning for Probabilistic Spiking Neural Networks,"Jang H, Simeone O.",IEEE Trans Neural Netw Learn Syst,2022,10.1109/tnnls.2022.3144296,0,
30245433,An improved robust heteroscedastic probabilistic neural network based trust prediction approach for cloud service selection,"Somu N, M R GR, V K, Kirthivasan K, V S SS.",Neural Netw,2018,10.1016/j.neunet.2018.08.005,0,
19660558,Neonatal brain image segmentation in longitudinal MRI studies,"Shi F, Fan Y, Tang S, Gilmore JH, Lin W, Shen D.",Neuroimage,2010,10.1016/j.neuroimage.2009.07.066,0,
17430929,A probabilistic neural network model for lameness detection,"Pastell ME, Kujala M.",J Dairy Sci,2007,10.3168/jds.2006-267,0,
36989277,Modified CPT-TODIM method for evaluating the development level of digital inclusive finance under probabilistic hesitant fuzzy environment,"Deng Y, Zhang W.",PLoS One,2023,10.1371/journal.pone.0282968,0,
18753044,A probabilistic framework based on hidden markov model for fiducial identification in image-guided radiation treatments,"Mu Z, Fu D, Kuduvalli G.",IEEE Trans Med Imaging,2008,10.1109/tmi.2008.922693,0,
23852431,Assessment of the accuracy of a Bayesian estimation algorithm for perfusion CT by using a digital phantom,"Sasaki M, Kudo K, Boutelier T, Pautot F, Christensen S, Uwano I, Goodwin J, Higuchi S, Ito K, Yamashita F.",Neuroradiology,2013,10.1007/s00234-013-1237-7,0,
27784047,Prediction of 30-Day All-Cause Readmissions in Patients Hospitalized for Heart Failure: Comparison of Machine Learning and Other Statistical Approaches,"Frizzell JD, Liang L, Schulte PJ, Yancy CW, Heidenreich PA, Hernandez AF, Bhatt DL, Fonarow GC, Laskey WK.",JAMA Cardiol,2017,10.1001/jamacardio.2016.3956,0,
41126537,Balancing Bias and Variance in Deep Learning-Based Tumor Microstructural Parameter Mapping,"Zou J, Cao Y.",Magn Reson Med,2026,10.1002/mrm.70154,0,
36331429,Posterior estimation using deep learning: a simulation study of compartmental modeling in dynamic positron emission tomography,"Liu X, Marin T, Amal T, Woo J, Fakhri GE, Ouyang J.",Med Phys,2023,10.1002/mp.16078,0,
30171033,Can Deep Learning Improve Genomic Prediction of Complex Human Traits?,"Bellot P, de Los Campos G, Pérez-Enciso M.",Genetics,2018,10.1534/genetics.118.301298,0,
32102437,A Comprehensive Machine-Learning-Based Software Pipeline to Classify EEG Signals: A Case Study on PNES vs. Control Subjects,"Varone G, Gasparini S, Ferlazzo E, Ascoli M, Tripodi GG, Zucco C, Calabrese B, Cannataro M, Aguglia U.",Sensors (Basel),2020,10.3390/s20041235,0,
29763741,Bayesian estimation of multidimensional latent variables and its asymptotic accuracy,Yamazaki K.,Neural Netw,2018,10.1016/j.neunet.2018.03.002,0,
39969569,"Comparison of different dental age estimation methods with deep learning: Willems, Cameriere-European, London Atlas","Yavuz BS, Ekmekcioglu O, Ankarali H.",Int J Legal Med,2025,10.1007/s00414-025-03452-y,0,
41711384,Machine Learning for Predicting Stroke Risk Stratification Using Multiomics Data: Systematic Review,"Yoo HY, Shin H, Kim EJ, Son YJ.",J Med Internet Res,2026,10.2196/85654,0,
41026252,Electrocardiogram heart rate variability for machine learning diagnosis of obstructive sleep Apnoea: A bayesian meta-analysis,"Hao Y, Tan NKW, Gao EY, Au JXY, Toh NEX, Yong CL, Teo YH, Ng ACW, Leong ZH, Phua CQ, Ong TH, Leow LC, Huang GB, Tan BKJ, Toh ST.",Sleep Breath,2025,10.1007/s11325-025-03476-z,0,
33499037,Machine Learning Analysis of Longevity-Associated Gene Expression Landscapes in Mammals,"Kulaga AY, Ursu E, Toren D, Tyshchenko V, Guinea R, Pushkova M, Fraifeld VE, Tacutu R.",Int J Mol Sci,2021,10.3390/ijms22031073,0,
28050714,Characterization of Change and Significance for Clinical Findings in Radiology Reports Through Natural Language Processing,"Hassanpour S, Bay G, Langlotz CP.",J Digit Imaging,2017,10.1007/s10278-016-9931-8,0,
32770600,Voxel-based supervised machine learning of peripheral zone prostate cancer using noncontrast multiparametric MRI,"Gholizadeh N, Simpson J, Ramadan S, Denham J, Lau P, Siddique S, Dowling J, Welsh J, Chalup S, Greer PB.",J Appl Clin Med Phys,2020,10.1002/acm2.12992,0,
41271427,"Aetiological clustering of newly diagnosed type 2 diabetes using machine learning: a retrospective cross-sectional study in Dubai, UAE","Dsouza SM, Sulaiman F, Abdul F, Mulla F, Ahmed FS, AlSharhan M, AlOlama A, Ali N, Abdulaziz A, Rafie AM, Alnuaimi S, Goswami N, Khamis AH, Bayoumi RAL.",BMJ Open,2025,10.1136/bmjopen-2025-101284,0,
40877347,A fused weighted federated learning-based adaptive approach for early-stage drug prediction,"Salahat M, Al-Zoubi HQR, Al-Dmour NA, Ghazal TM.",Sci Rep,2025,10.1038/s41598-025-13991-4,0,
41068191,Deep phenotyping of patient lived experience in functional bowel disorders using machine learning,"Ruffle JK, Henderson M, Ng CE, Liddle T, Nelson APK, Nachev P, Knowles CH, Yiannakou Y.",Sci Rep,2025,10.1038/s41598-025-19273-3,0,
40197749,Sub-diffuse Reflectance Spectroscopy Combined With Machine Learning Method for Oral Mucosal Disease Identification,"Zhang L, Chang Q, Zhang Q, Zou S, Liu D, Gao F, Liu C.",Lasers Surg Med,2025,10.1002/lsm.70011,0,
38326757,Enabling personalised disease diagnosis by combining a patient's time-specific gene expression profile with a biomedical knowledge base,"Verma G, Rebholz-Schuhmann D, Madden MG.",BMC Bioinformatics,2024,10.1186/s12859-024-05674-0,0,
38216691,Modelling dataset bias in machine-learned theories of economic decision-making,"Thomas T, Straub D, Tatai F, Shene M, Tosik T, Kersting K, Rothkopf CA.",Nat Hum Behav,2024,10.1038/s41562-023-01784-6,0,
37128388,Weakly Supervised Classification of Vital Sign Alerts as Real or Artifact,"Dey A, Goswami M, Yoon JH, Clermont G, Pinsky M, Hravnak M, Dubrawski A.",AMIA Annu Symp Proc,2023,,0,
33705373,Can subjective pain be inferred from objective physiological data? Evidence from patients with sickle cell disease,"Panaggio MJ, Abrams DM, Yang F, Banerjee T, Shah NR.",PLoS Comput Biol,2021,10.1371/journal.pcbi.1008542,0,
35715655,Ensemble Approaches to Recognize Protected Health Information in Radiology Reports,"Horng H, Steinkamp J, Kahn CE Jr, Cook TS.",J Digit Imaging,2022,10.1007/s10278-022-00673-0,0,
40075150,A continuous approach to explain insomnia and subjective-objective sleep discrepancy,"Herzog R, Crosbie F, Aloulou A, Hanif U, Chennaoui M, Léger D, Andrillon T.",Commun Biol,2025,10.1038/s42003-025-07794-6,0,
37390441,One T Gate Makes Distribution Learning Hard,"Hinsche M, Ioannou M, Nietner A, Haferkamp J, Quek Y, Hangleiter D, Seifert JP, Eisert J, Sweke R.",Phys Rev Lett,2023,10.1103/physrevlett.130.240602,0,
39813939,Neurophysiological data augmentation for EEG-fNIRS multimodal features based on a denoising diffusion probabilistic model,"Chen L, Yin Z, Gu X, Zhang X, Cao X, Zhang C, Li X.",Comput Methods Programs Biomed,2025,10.1016/j.cmpb.2025.108594,0,
41174308,adabmDCA 2.0-A Flexible but Easy-to-Use Package for Direct Coupling Analysis,"Rosset L, Netti R, Muntoni AP, Weigt M, Zamponi F.",Methods Mol Biol,2026,10.1007/978-1-0716-4828-5_6,0,
37480598,Large-scale assessment of PFAS compounds in drinking water sources using machine learning,"Fernandez N, Nejadhashemi AP, Loveall C.",Water Res,2023,10.1016/j.watres.2023.120307,0,
33253425,Tacrolimus Exposure Prediction Using Machine Learning,"Woillard JB, Labriffe M, Debord J, Marquet P.",Clin Pharmacol Ther,2021,10.1002/cpt.2123,0,
29226857,Prostate cancer detection using machine learning techniques by employing combination of features extracting strategies,"Hussain L, Ahmed A, Saeed S, Rathore S, Awan IA, Shah SA, Majid A, Idris A, Awan AA.",Cancer Biomark,2018,10.3233/cbm-170643,0,
41452650,A Robust Gaussian Process Paradigm for Predictive Modeling on Small Data sets in Environmental Science: A Case Study in Ballasted Flocculation,"Ma Z, Ye C, Lu C, Wei Q, Zhu R, Xie X, Zhong S, Chu W, Xu Z.",Environ Sci Technol,2026,10.1021/acs.est.5c12617,0,
39522477,Effects of interval treadmill training on spatiotemporal parameters in children with cerebral palsy: A machine learning approach,"DeVol CR, Shrivastav SR, Spomer AM, Bjornson KF, Roge D, Moritz CT, Steele KM.",J Biomech,2024,10.1016/j.jbiomech.2024.112397,0,
30818342,Natural language processing and machine learning algorithm to identify brain MRI reports with acute ischemic stroke,"Kim C, Zhu V, Obeid J, Lenert L.",PLoS One,2019,10.1371/journal.pone.0212778,0,
33568388,"Lupus or not? SLE Risk Probability Index (SLERPI): a simple, clinician-friendly machine learning-based model to assist the diagnosis of systemic lupus erythematosus","Adamichou C, Genitsaridi I, Nikolopoulos D, Nikoloudaki M, Repa A, Bortoluzzi A, Fanouriakis A, Sidiropoulos P, Boumpas DT, Bertsias GK.",Ann Rheum Dis,2021,10.1136/annrheumdis-2020-219069,0,
40220635,Pseudotargeted metabolomics profiles potential damage-associated molecular patterns as machine learning predictors for acute pancreatitis,"Cai WL, Fang C, Leng HX, Zheng JY, Liu LF, Gong GW, Xin GZ.",J Pharm Biomed Anal,2025,10.1016/j.jpba.2025.116874,0,
39979688,Machine Learning-Driven Modeling to Predict Postdischarge Venous Thromboembolism After Pancreatectomy for Pancreas Cancer,"Ahmed KS, Issaka SM, Marcinak CT, Virani SS, Jaraczewski T, Afshar M, Mayampurath A, Churpek MM, Mathew J, Zafar SN.",Ann Surg Oncol,2025,10.1245/s10434-025-17032-2,0,
38445628,A Machine Learning Model for Week-Ahead Hypoglycemia Prediction From Continuous Glucose Monitoring Data,"Giammarino F, Senanayake R, Prahalad P, Maahs DM, Scheinker D.",J Diabetes Sci Technol,2025,10.1177/19322968241236208,0,
31739849,Predicting Nondiagnostic Home Sleep Apnea Tests Using Machine Learning,"Stretch R, Ryden A, Fung CH, Martires J, Liu S, Balasubramanian V, Saedi B, Hwang D, Martin JL, Della Penna N, Zeidler MR.",J Clin Sleep Med,2019,10.5664/jcsm.8020,0,
41532836,Agentic AI in Radiology: Evolution from Large Language Models to Future Clinical Integration,"Khosravi B, Rouzrokh P, Akinci D'Antonoli T, Moassefi M, Faghani S, Mansuri A, Bressem K, Tejani A, Gichoya J.",Radiol Artif Intell,2026,10.1148/ryai.250651,0,
35062133,Development of a Clinical Decision Support System for Smart Algorithms in Emergency Medicine,"Vogel S, Reiswich A, Ritter Z, Schmucker M, Fuchs A, Pischek-Koch K, Wache S, Esslinger K, Dietrich M, Kesztyüs T, Krefting D, Haag M, Blaschke S.",Stud Health Technol Inform,2022,10.3233/shti210900,0,
25938760,A Fault Diagnosis Methodology for Gear Pump Based on EEMD and Bayesian Network,"Liu Z, Liu Y, Shan H, Cai B, Huang Q.",PLoS One,2015,10.1371/journal.pone.0125703,0,
41639652,Explainable machine learning model for predicting short-term outcomes in sepsis- induced coagulopathy,"Wu J, Zhang X, Liang C, Wang B, Ruan X, Dong Y, Xu X, Pan J.",BMC Med Inform Decis Mak,2026,10.1186/s12911-026-03363-x,0,
41315462,Context matters in machine learning based disease prediction with insights from diverse clinical and symptom data,"Mohamed A, Abdelrehim M, Al-Barazie R.",Sci Rep,2025,10.1038/s41598-025-26855-8,0,
40819415,Machine learning approaches to predicting medication nonadherence: a scoping review,"Rhudy C, Johnson J, Perry C, Bumgardner C, Wesley MJ, Fardo D, Barrett T, Talbert J.",Int J Med Inform,2025,10.1016/j.ijmedinf.2025.106082,0,
38031071,Machine learning-based models for the prediction of breast cancer recurrence risk,"Zuo D, Yang L, Jin Y, Qi H, Liu Y, Ren L.",BMC Med Inform Decis Mak,2023,10.1186/s12911-023-02377-z,0,
35061892,"Prediction of the Values of CRP, eGFR, and Hemoglobin in the Follow-Up of Renal Cell Carcinoma Patients after (Cryo)Surgery Using Machine Learning Algorithms","Bosma M, Jansen SA, Gawel JH, van Dullemen CEM, Priems MM, Westerhof A, Meijer AR, Ruven HJT.",J Appl Lab Med,2022,10.1093/jalm/jfab177,0,
41555234,Combining mass spectrometry and machine learning models for predicting Klebsiella pneumoniae antimicrobial resistance: a multicenter experience from clinical isolates in Italy,"Rocchi E, Nicitra E, Calvo M, Cento V, Peiretti L, Asif Z, Menchinelli G, Posteraro B, Sala C, Colosimo C, Cricca M, Sambri V, Sanguinetti M, Castellani G, Stefani S.",BMC Microbiol,2026,10.1186/s12866-025-04657-2,0,
34990939,Potential applications and performance of machine learning techniques and algorithms in clinical practice: A systematic review,"Nwanosike EM, Conway BR, Merchant HA, Hasan SS.",Int J Med Inform,2022,10.1016/j.ijmedinf.2021.104679,0,
34791032,Detection of COVID-19 by Machine Learning Using Routine Laboratory Tests,"Çubukçu HC, Topcu Dİ, Bayraktar N, Gülşen M, Sarı N, Arslan AH.",Am J Clin Pathol,2022,10.1093/ajcp/aqab187,0,
32476492,Feature-Based Machine Learning Model for Real-Time Hypoglycemia Prediction,"Dave D, DeSalvo DJ, Haridas B, McKay S, Shenoy A, Koh CJ, Lawley M, Erraguntla M.",J Diabetes Sci Technol,2021,10.1177/1932296820922622,0,
41532993,Machine learning models in predicting viability after testicular torsion: a proof of concept study,"Concio ML, Aydin TN, Ming J, Kim JK, Lorenzo A, Rickard M, Salle P, Romao R, Dos Santos J, Chua M.",Pediatr Surg Int,2026,10.1007/s00383-025-06282-6,0,
39511328,Development and external validation of an interpretable machine learning model for the prediction of intubation in the intensive care unit,"Liu J, Duan X, Duan M, Jiang Y, Mao W, Wang L, Liu G.",Sci Rep,2024,10.1038/s41598-024-77798-5,0,
35840270,Nurse practitioners' involvement and experience with AI-based health technologies: A systematic review,"Raymond L, Castonguay A, Doyon O, Paré G.",Appl Nurs Res,2022,10.1016/j.apnr.2022.151604,0,
22082253,Using previous models to bias structural learning in the hierarchical BOA,"Hauschild MW, Pelikan M, Sastry K, Goldberg DE.",Evol Comput,2012,10.1162/evco_a_00056,0,
36869194,Bayesian Statistics for Medical Devices: Progress Since 2010,"Campbell G, Irony T, Pennello G, Thompson L.",Ther Innov Regul Sci,2023,10.1007/s43441-022-00495-w,0,
21413918,Gaussian process: a promising approach for the modeling and prediction of Peptide binding affinity to MHC proteins,"Ren Y, Chen X, Feng M, Wang Q, Zhou P.",Protein Pept Lett,2011,10.2174/092986611795445978,0,
18993006,Bayesian wavelet-based analysis of functional magnetic resonance time series,"Costafreda SG, Barker GJ, Brammer MJ.",Magn Reson Imaging,2009,10.1016/j.mri.2008.09.001,0,
37097338,From Big Data's 5Vs to clinical practice's 5Ws: enhancing data-driven decision making in healthcare,"Bellini V, Cascella M, Montomoli J, Bignami E.",J Clin Monit Comput,2023,10.1007/s10877-023-01007-3,0,
40583163,Materials Informatics Opens the Door for Dental Materials Development,"Yamaguchi S, Li H, Tichy A, Schwendicke F, Imazato S.",J Dent Res,2025,10.1177/00220345251343610,0,
9290919,DIAS--the diabetes advisory system: an outline of the system and the evaluation results obtained so far,"Hejlesen OK, Andreassen S, Hovorka R, Cavan DA.",Comput Methods Programs Biomed,1997,10.1016/s0169-2607(97)00033-3,0,
8947667,A knowledge-based model construction approach to medical decision making,"Ngo L, Haddawy P.",Proc AMIA Annu Fall Symp,1996,,0,
37704339,Clinician Trust in Artificial Intelligence: What is Known and How Trust Can Be Facilitated,"Rojas JC, Teran M, Umscheid CA.",Crit Care Clin,2023,10.1016/j.ccc.2023.02.004,0,
16566508,One-shot learning of object categories,"Fei-Fei L, Fergus R, Perona P.",IEEE Trans Pattern Anal Mach Intell,2006,10.1109/tpami.2006.79,0,
39086025,Using conversant artificial intelligence to improve diagnostic reasoning: ready for prime time?,"Scott IA, Miller T, Crock C.",Med J Aust,2024,10.5694/mja2.52401,0,
35669635,Garment Design Models Combining Bayesian Classifier and Decision Tree Algorithm,"Yan X, Ma S.",Comput Intell Neurosci,2022,10.1155/2022/1904158,0,
39743371,[Research and prospect of application of artificial intelligence technology in oral and maxillofacial surgery],"Chen RY, Zhang RY, Wang J.",Zhonghua Kou Qiang Yi Xue Za Zhi,2025,10.3760/cma.j.cn112144-20240611-00238,0,
37814288,On Scene Injury Severity Prediction (OSISP) model for trauma developed using the Swedish Trauma Registry,"Bakidou A, Caragounis EC, Andersson Hagiwara M, Jonsson A, Sjöqvist BA, Candefjord S.",BMC Med Inform Decis Mak,2023,10.1186/s12911-023-02290-5,0,
17699916,Facial action unit recognition by exploiting their dynamic and semantic relationships,"Tong Y, Liao W, Ji Q.",IEEE Trans Pattern Anal Mach Intell,2007,10.1109/tpami.2007.1094,0,
18979764,Active volume models with probabilistic object boundary prediction module,"Shen T, Zhu Y, Huang X, Huang J, Metaxas D, Axel L.",Med Image Comput Comput Assist Interv,2008,10.1007/978-3-540-85988-8_40,0,
41339653,Improving prediction region accuracy in marine animal movement with temporal fusion transformer,"Medina Hernández J, Rodríguez JP, McMahon CR, Sequeira AMM, Eguíluz VM.",Sci Rep,2025,10.1038/s41598-025-29520-2,0,
23787345,Stacked autoencoders for unsupervised feature learning and multiple organ detection in a pilot study using 4D patient data,"Shin HC, Orton MR, Collins DJ, Doran SJ, Leach MO.",IEEE Trans Pattern Anal Mach Intell,2013,10.1109/tpami.2012.277,0,
33973350,Phylogeographic model selection using convolutional neural networks,"Fonseca EM, Colli GR, Werneck FP, Carstens BC.",Mol Ecol Resour,2021,10.1111/1755-0998.13427,0,
40178048,Predictive modeling of presenteeism among radiographers: a secondary analysis of comprehensive data using Bayesian neural network,"Nayak UU, Shanbhag S, Panakkal NC, J V, Mohapatra S.",Int J Occup Saf Ergon,2025,10.1080/10803548.2025.2480934,0,
23579347,Learning and exploration in action-perception loops,"Little DY, Sommer FT.",Front Neural Circuits,2013,10.3389/fncir.2013.00037,0,
14534183,Gene networks inference using dynamic Bayesian networks,"Perrin BE, Ralaivola L, Mazurie A, Bottani S, Mallet J, d'Alché-Buc F.",Bioinformatics,2003,10.1093/bioinformatics/btg1071,0,
37683094,Artificial intelligence in medicine: has the time come to hang up the stethoscope?,"Lyell D, Magrabi F.",Intern Med J,2023,10.1111/imj.16216,0,
16183267,A Bayesian approach to generating tutorial hints in a collaborative medical problem-based learning system,"Suebnukarn S, Haddawy P.",Artif Intell Med,2006,10.1016/j.artmed.2005.04.003,0,
38536833,Bayesian-knowledge driven ontologies: A framework for fusion of semantic knowledge under uncertainty and incompleteness,"Santos E Jr, Jurmain J, Ragazzi A.",PLoS One,2024,10.1371/journal.pone.0296864,0,
34042610,Clustering Results Interpretation of Continuous Variables Using Bayesian Inference,"Balabaeva K, Kovalchuk S.",Stud Health Technol Inform,2021,10.3233/shti210204,0,
18618702,Prediction of turn types in protein structure by machine-learning classifiers,"Meissner M, Koch O, Klebe G, Schneider G.",Proteins,2009,10.1002/prot.22164,0,
41520452,Leveraging human pose estimation for diagnostic feedback: Action research on instructional mediation and sustainable learning in coach education,"Yau Y, Shen YC, Hooi LB.",Acta Psychol (Amst),2026,10.1016/j.actpsy.2025.106128,0,
17521084,Bagging linear sparse Bayesian learning models for variable selection in cancer diagnosis,"Lu C, Devos A, Suykens JA, Arús C, Van Huffel S.",IEEE Trans Inf Technol Biomed,2007,10.1109/titb.2006.889702,0,
26534863,Incremental Bayesian Category Learning From Natural Language,"Frermann L, Lapata M.",Cogn Sci,2016,10.1111/cogs.12304,0,
12396570,Bayesian model assessment and comparison using cross-validation predictive densities,"Vehtari A, Lampinen J.",Neural Comput,2002,10.1162/08997660260293292,0,
31451757,Construction of complete Tupaia belangeri transcriptome database by whole-genome and comprehensive RNA sequencing,"Sanada T, Tsukiyama-Kohara K, Shin-I T, Yamamoto N, Kayesh MEH, Yamane D, Takano JI, Shiogama Y, Yasutomi Y, Ikeo K, Gojobori T, Mizokami M, Kohara M.",Sci Rep,2019,10.1038/s41598-019-48867-x,0,
31825869,A Bayesian Shared Control Approach for Wheelchair Robot With Brain Machine Interface,"Deng X, Yu ZL, Lin C, Gu Z, Li Y.",IEEE Trans Neural Syst Rehabil Eng,2020,10.1109/tnsre.2019.2958076,0,
24110690,Unsupervised learning applied in MER and ECG signals through Gaussians mixtures with the Expectation-Maximization algorithm and Variational Bayesian Inference,"Vargas Cardona HD, Orozco ÁÁ, Álvarez MA.",Annu Int Conf IEEE Eng Med Biol Soc,2013,10.1109/embc.2013.6610503,0,
17328811,Kernel-imbedded Gaussian processes for disease classification using microarray gene expression data,"Zhao X, Cheung LW.",BMC Bioinformatics,2007,10.1186/1471-2105-8-67,0,
11563528,Redundancy reduction revisited,Barlow H.,Network,2001,,0,
33578684,Intelligent Brushing Monitoring Using a Smart Toothbrush with Recurrent Probabilistic Neural Network,"Chen CH, Wang CC, Chen YZ.",Sensors (Basel),2021,10.3390/s21041238,0,
20040415,Recursive Bayesian recurrent neural networks for time-series modeling,"Mirikitani DT, Nikolaev N.",IEEE Trans Neural Netw,2010,10.1109/tnn.2009.2036174,0,
23757527,Bayesian supervised dimensionality reduction,Gönen M.,IEEE Trans Cybern,2013,10.1109/tcyb.2013.2245321,0,
31277839,The Missing Pieces of Artificial Intelligence in Medicine,"Gilvary C, Madhukar N, Elkhader J, Elemento O.",Trends Pharmacol Sci,2019,10.1016/j.tips.2019.06.001,0,
20075474,Learning the compositional nature of visual object categories for recognition,"Ommer B, Buhmann JM.",IEEE Trans Pattern Anal Mach Intell,2010,10.1109/tpami.2009.22,0,
16028557,Spatiotemporal video segmentation based on graphical models,"Wang Y, Loe KF, Tan T, Wu JK.",IEEE Trans Image Process,2005,10.1109/tip.2005.849330,0,
37467643,BayeSeg: Bayesian modeling for medical image segmentation with interpretable generalizability,"Gao S, Zhou H, Gao Y, Zhuang X.",Med Image Anal,2023,10.1016/j.media.2023.102889,0,
40613581,VBayesMM: variational Bayesian neural network to prioritize important relationships of high-dimensional microbiome multiomics data,"Dang T, Lysenko A, Boroevich KA, Tsunoda T.",Brief Bioinform,2025,10.1093/bib/bbaf300,0,
39217985,Generative AI in Critical Care Nephrology: Applications and Future Prospects,"Cheungpasitporn W, Thongprayoon C, Ronco C, Kashani KB.",Blood Purif,2024,10.1159/000541168,0,
32690031,LogicNet: probabilistic continuous logics in reconstructing gene regulatory networks,"Malekpour SA, Alizad-Rahvar AR, Sadeghi M.",BMC Bioinformatics,2020,10.1186/s12859-020-03651-x,0,
